27,8,15,8,15,15,15,15,15,15,8,15,15,15,15,15,15,8
15,8,15,15,15,15,15,8,15,15,15,15,15,8,15,15,15,15
15,8,15,15,8,8,8,8,8,8,8,8,8,8,8,8,15,15
15,8,15,15,8,15,15,15,15,15,15,15,15,15,15,8,15,15
15,8,8,15,8,15,15,8,8,8,8,8,8,8,15,8,15,8
15,8,15,15,8,15,15,15,15,15,15,15,34,8,15,8,15,15
15,8,15,8,8,8,8,8,8,8,8,8,8,8,15,8,15,15
15,8,15,15,15,8,15,15,15,15,15,15,8,15,15,8,8,15
15,8,15,15,15,15,15,15,8,15,15,15,15,15,15,8,15,15
15,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15
15,15,15,15,15,15,8,15,15,15,15,15,15,15,8,15,15,15
15,15,8,15,15,15,15,15,15,15,8,15,15,15,15,15,15,15
